text,label
new york man attacked by ms-13 who was set to testify against them found dead | fox news illegalimmigrants americafirst deportcriminals ms13 animals getthemout illegalaliens ⁦@realdonaldtrump⁩ ⁦@cnnbrk⁩ ⁦@msnbc⁩ ⁦@nycmayor⁩,__label__2
this is why we must never surrender on americafirst and deporting illegalaliens,__label__2
illegalaliens have no rights getoverit,__label__2
sentthemallback illegalaliens suck,__label__2
recallgavinnewsom pelosi's sanctuary state lawless nephew before it's it is too latec'mon calif or they're they are going to have to build a wall between ca the rest of the usa just to keep america safe from all the illegalaliens newsom lets into ca before feb 13th,__label__2
from the acting deputy secretary of dhs dhs ice immigrationreform immigrants deportthemall,__label__2
elizabeth warren thanks illegal immigrants who helped her campaign in iowa video - democrats2020 wakeupamerica electioninterference deportthemall iowacaucus warren2020 walkaway democratsloveillegalaliens democratshateamericans elections2020,__label__2
criminals would be protected from deportation under bill aoc and other house democrats back no more deportation wtf deportcriminals deportthemall,__label__2
i do not consent to your “new way forward act” deportthemall,__label__2
co former aspen restaurant manager to be deported after jail sentence blair gibsone 48 of new zealand pleaded guilty to sexual exploitation of a child for sending child pornography over the internet criminalaliens deportthemall,__label__2
cruelty toanimalsmuslims demand welfare food bank halal certified - sharia via islamicterrorism islamicstate deportthemall,__label__2
banislam why aren‘t the saudis taking in any refugees why not move the palestinians to the saudi peninsula they would never accept peace with israel anyhow,__label__2
wakeupamerica banislam banmuslimbrotherhoods bancair bansharia impeachilhanomar impeachrashidatlaib enemywithin trojanhorse obamacabal bernieiscorrupt take your sand friend with you,__label__2
disgusting but not wholly surprising closetheborders banislam,__label__2
wakeupamerica banislam banmuslimbrotherhoods bancair bansharia impeachilhanomar impeachrashidatlaib bantheburka enemywithin trojanhorse obamacabal stupid,__label__2
merkel panics as nationalist afd rises as kingmaker in thuringia via afdp yellowvests lesgiletsjaunes macron chemnitz afd austria defendeurope antiimmigration euroskeptic migrants lawandorder,__label__2
le pen rises as macron at war with the french people via yellowvests lesgiletsjaunes macron chemnitz afd austria defendeurope antiimmigration euroskeptic migrants lawandorder,__label__2
happy brexitday why brexit is the beginning of the end of the eu ssr via brexitday brexit yellowvests lesgiletsjaunes macron chemnitz afd austria defendeurope antiimmigration euroskeptic,__label__2
no more illegalaliens taking millions of jobs breaking our economy nys no more democratic bs dump these liberals trump2020landslide,__label__2
enough is enough buildthewall illegalaliens americafirst,__label__2
tucker stopthecartels seeeee how long do we scream speak up now keep buildthewall illegalaliens,__label__2
department of homeland security bans new yorkers from global entry and other programs over ny state's new law allowing undocumented immigrants to get driver's licenses there should be consequences to giving aid and comfort to illegalaliens dhs sanctuarycities cuomo,__label__2
he schumer once was against illegal immigration yet now want the borders wide open why because they want illegalaliens to vote democrat there's there is no greater subversion of our democracy than for powers outside our borders to determine elections within,__label__2
governor you are just another dopey leftist in fact dems are fighting against the american worker you are fighting to bring in as many illegalaliens as possible to compete with citizens for jobs donald trump is the one who has improved the lives of workers defeattheleft,__label__2
🤣@thedemocrats all admitted ohio is out of reach for their new lunatic left party i love it they cannot win back the without ohio democraticdebate demdebate trump2020 fourmoreyears americafirst🇺🇸buildthewall deportthemall,__label__2
thank you for makingamericasafeagain deportthemall federal agencies use cellphone location data for immigration enforcement,__label__2
deportee gets shot after physically attacking arresting officers there i fixed the headline buildthatwall deportthemall,__label__2
solutions r us no muslims in uk = no terrorist attacks ☠️🇬🇧☠️#banislam england muslimban notontrend,__label__2
islamist extremists / terrorists should be deported to the middle of the north sea don't do not waste tax payers money /prisons on these scum streatham streathamterrorattack banislam,__label__2
the bottom line is that we have to see through the bs and stand and fight for all that britain stands for the alternative is to kneel for islam and i for one are not prepared to do that whose with me banislam,__label__2
your fecking joking 95% of all terrorist attacks in the civilised world come from muslims its no mistake its planned and its evil and it has to stop if i have misjudged you please organise a march to say that its not in your name banislam,__label__2
we are under invasion illegals illegalimmigrants illegalalien illegalaliens brexit maga auspol nzpol canpoli,__label__2
herbert hoover deported two million mexicans in the early 1930s it has been done before and can easily be done again bordercrisis borderpatrol borderwall illegals illegalaliens illegalalien illegalimmigrants nra maga gop trump2020landslide auspol,__label__2
that’s unfortunate but i’m okay with that i’m sure illegalaliens sneaking in through the monument are leaving their usual trail of garbage tell the illegals to stay away and this won’t be necessary buildthewall stop the crimmigrant invasion once and for all not 1 more,__label__2
where are the kids in cages i don’t see any kids in cages i can’t even tell what that is in a cage you know what i am concerned about is american citizens in graves whose lives were taken by illegalaliens worry about americans first buildthewall no illegals allowed at all,__label__2
not good enough deportthemall,__label__2
irelandbelongstotheirish use your vote to register your displeasure at the major parties who have robbed dublin of its irish identity replacing it as a black gang war zone and abode of the homeless and destitute vote national party 1,__label__2
deport them to their country’s,__label__2
that arss-farce should voluntarily deport himself to mex,__label__2
this has to stop now keep your promises deport them out,__label__2
30yrs min then deport the all the family,__label__2
instead of using passenger planes to deport people use raf planes,__label__2
the sad truth is probably that he was born here and radicalised in uk so nowhere to deport to,__label__2
deport this character and everyone like him,__label__2
now deport all foreign criminals and close the effing border,__label__2
maybe we should deport along with their families to a suitable country,__label__2
prison no good deport them back to the country there father and mother come from,__label__2
yeah stuff it let’s arrest or deport the parents of every criminal,__label__2
finally a government willing to deport all those pesky hedgehogs,__label__2
the support we require is to get these lunatics off our streets deport them and all their family members we don't do not want them and we don't do not want to pay for them human rights don't do not come into it stop wasting my taxes,__label__2
an isolated incident that happens time and time again we know who these people are deport them,__label__2
i do not believe for one second that scotland has benefitted that much from being in the eu at least we can live by our laws now and not under eu laws where we as tax payers have to fork out millions to deport a terrorist,__label__2
ps summarily deport all illegals frm wherever or however they got here no appeals no time delays no chance 2 marry off hav babies blair brown may eu fully to blame for uk population bursting at the seams now sort asap or i predict transport etc hell,__label__2
i say don’t release them i don’t believe they can be reformed at all they’re brainwashed from a young age if not from uk deport them if from uk life sentence and segregation so they can’t brainwash others,__label__2
streatham why are prisoners released after serving half their prison sentence for terror offences keep them in for the full time and deport them when they get out shocking that he was released halfway through the sentence we need to feel safe,__label__2
deport anyone with terrorist connections fuck the yoghurt knitters,__label__2
could start by rounding up the cnuts they let back in who went to fight against our troops and deport them imo,__label__2
surprise surprise deport the cnut,__label__2
keep the family together deport them all,__label__2
deport them all now,__label__2
deport the savages,__label__2
deport the lot of them disgusting savages,__label__2
deport the lot of the savages they respect nothing stop all of their benefits now,__label__2
should deport them and if they are british born then they should have their citizenship removed and sent back to their parents homeland,__label__2
sudesh amman who was the streatham attacker ⁦@bbcnews⁩ when o when are we going to take a tougher line and either deport these terrorists sooner or keep them locked up,__label__2
why dont we deport terrorists once they have served there a term they get more radicalised in jail you have allowed them to take over the jails time to get tough if you want a free country,__label__2
it’s always the nice polite boys pillars of the community that commit these acts of terror on our streets no more bring back ipp for terrorists deport to what ever shithole they want to fight for on release,__label__2
beyond a joke is this if someone is a known terrorist just friggin deport them instead of putting people at risk streatham,__label__2
how about blocking criminals from entering or block migrants from entering without a job and stopping migrants from claiming benefits how about being able to deport criminals and illegal migrants did you know that 16% of our jails have eu prisoners each costing £40k per year,__label__2
if you live in winchestertowers this lunatic does not speak for me and we have had kings and queens who didn't speak english i hope norwich will deport this buffoon to doggerland,__label__2
only two things that should be done here arrest and deport and has this been done yet i guess not,__label__2
controlled immigration is what was always needed we cannot even deport criminals from eu countries because of there rights while they roam from country to country committing crimes i dont remember the word slavery orhuman trafficking 30 yrs ago or child abuse at this level,__label__2
deport the rubbish and we don't do not need to spend,__label__2
always deport if it’s an option where the terror is home grown then much tougher sentencing in fact let’s make a guantanamo in the north sea,__label__2
i agree it's it is not working what alternative do you suggest maybe ban their religion that's not going to happen deport them even the british born ones public humiliation no i stand by 'hang 'em high' we could disappear them but i'm i am not a fan of that,__label__2
deport they will just arrive back in the uk a month later they need lifing off or this is never going to stop in fact its probably likely its going to get 100% worse untill they hit us with another big bomb or two somewhere in the uk as they keep gettin off pratically scot free,__label__2
the streatham terrorist is surely just the tip of the iceberg far too many dangerous types out there who are all known to authorities i'm i am not you're you are not so why are they fuckin about deport them or incarcerate indefinitely global problem and again is responsible,__label__2
absolute coward i havnt seen the news but i bet attacked some women deport the whole family it will soon stop,__label__2
oh my god look what farage johnson co have created brainless simplistic fascism is running rampant across the country it's it is a thugs paradise why don't do not they join the police be done with arrest/deport anyone not speaking english this talk of joining together no thanks,__label__2
deport them all back to pakistan,__label__2
talking about super courses and training and helping de-radicalize muslims why so tired of this bs there are plenty of good brits struggling why waste the money deport them to some muslim country they don't do not want to be part of us fine,__label__2
i am truly surprised the terrorist did not get deported surprised clearly something went wrong i cannot tell what it is i am sure complex and entails many elements congratulation on keeping the rest under control if someone is a terrorist in uk why not deport them if can,__label__2
and deport once sentence has finished,__label__2
why would the government be 'very careful who they deport' surely if we want to have a tough line on immigration the best thing to do is not be careful about it just sling'em out,__label__2
ok lock them up for 20 years then or deport them to whence they came - not all are born in uk,__label__2
lock them up for good or deport them either way they are not a drain on our security services and not free to commit atrocities on our streets,__label__2
no deport the scum or shoot them all they don't do not care about us and want to kill us,__label__2
heaven forbid we'd want to deport people who want to murder us how very un-woke of us,__label__2
deport the whole family,__label__2
why don't do not you tell us what you would do because there seems to be only two options deport them or lock them up and throw away the key do either of these things and there will be a great wailing and gnashing of teeth from the idiot left,__label__2
deport her too then,__label__2
the cunt went prison for terrorist related bullocks deport this tramp,__label__2
terror attacks with same islam driven murder theme of innocent people are not an isolated incidents might be a single terrorist but a not isolated incident connect the dots and go after islamic preachers of hate deport them and prevent more arriving monitor mosques preachers,__label__2
piers i agree murderous jihadis should never be released but what's it going to cost if a immigrant or can't cannot trace family tree back 50 years deport them to country of origin if refuse to take stop their foreign aid do a deal with a country that will take all money talks,__label__2
not sure about keeping e communities on side deport the perpetrators their families sequestrate their assets to help their victims it will stop if they have no dual nationality hang them it will stop,__label__2
thirdly didn’t we deport you and you come back with this negativity,__label__2
nope he was in there as a convicted terrorist deport the family close his mosque enough,__label__2
deport them and their imediate family as they must know what they are up too and not done anything to stop it and no halal except for specialist shops not in supermarkets,__label__2
so what about them in prison do you not think they don’t know how to make explosives in prison he prison popularity is run by muslims how about deport them back to their own country instead of put peoples lives at risk,__label__2
keep the release half way through then on release deport to somalia £20k bung to government of somalia per person,__label__2
he would have still done it just at a later date life or deport after release,__label__2
dont the daily mail know that everyone serves half their sentence in british jails the other half is on license anything to make it sound worse i guess either way they shouldn't should not of let him back out on the streets of the uk they'd rather deport random hard working immigrants,__label__2
is he another mental coz he got caught@ deport it,__label__2
terrorists need 30 police to follow them 24/7 per day and there are a lot of such people first they dont get released better still deport them back to their countries plus their entire family and i dont care where the fuck they are born and while inside kelp in solitary,__label__2
love this caller 5 generation rule deport and get rid of them,__label__2
and deport them,__label__2
you do not control an epidemic by treating the symptom not the cause the cause is islam and the woke elite who promote anything provided it destroys our culture time to get rid of mosques islamic schools/dress and protect ourselves from the virus deport the terrorists,__label__2
early release cannot be an option if there’s no space in our prisons then deport back to their country of origin,__label__2
it seems there should be a system in place to deport to a muslim country remove british citizenship if they have such clearly they do not wish to live amongst us,__label__2
enoughisenough the time has come these attacks will not stop deport them to family country of origin we haven’t got enough prisons,__label__2
i say deport dem,__label__2
we understand what has happened and keeps happening so no need for an inquiry close the gates imprison perpetrators then deport spend hs2 money on new prisons off shore all prisoners to be kept in isolation have the gov got the courage,__label__2
depends what status they have if they are not born here they go back no prison sentence just deport job done,__label__2
deport every person that even thinks aboit jihad,__label__2
deport all muslims for their own good they are obviously not happy in britain and long for their own culture and way of life so let's do them a favour and send them all to their islamic countries,__label__2
fuck that just deport them to a country we create a relationship with we give them £50 000 for every one they take for a country like liberia they may take that deal and it'll be a net saving for the tax payer when you consider prison surveillance an actual attack etc,__label__2
1 capital punishment 2 deport them 3 if they return immediately resort to option 1,__label__2
the joy of multiculturalism rear's it's it is ugly head again but the innocent always pay's the ultimate price for government decisions made before they were even born these government open border decisions of1948are still been felt today in england and will continue unless you deport,__label__2
release too early may be perhaps deport would work,__label__2
deport them asap and if they cannot be deported then imprison them,__label__2
today in streatham wasn't isolated these scum can't cannot be de-radicalised it does not work london bridge now streatham how many more are being released to kill again deport them or keep them locked up,__label__2
and still the migrants keep coming time to slam the door deport illegals house our homeless brits,__label__2
i hope so but why should taxpayers pay for their prison stay deport,__label__2
they shouldn't should not be in this country deport the 23k jihadis plus their families,__label__2
it’s easy to deal with deport anyone who is involved in this shit along with all their family if they have assets money property then take the lot off of them and put it to funding finding them and getting rid of them well worth a go and i think you’ll see a change,__label__2
interesting how all recent terror stacks were done by ‘recently released’ terrorists if we can’t keep em in prison deport them one can’t reform a jihadist it’s a curse and people can’t cast out demons uk terrorism brexit,__label__2
another incident that could of been avoided with simple deportationfootball fans got deported all the time just for being drunk abroad so what's the major problem to deport these people,__label__2
so predictable uk should deport the lot of them that or put them all on a remote island and let them kill each other heathen,__label__2
nothing at all to do with it once they have them in their sight they are powerless to do anything until an attack happens the law needs to change asap detain and deport none of this pussy footing around them 🤨,__label__2
job no 1 march khan out of city hall tomorrow morning he is incompetent complicit job no 2 curtail msm which is pandering to woke culture where we cannot mention the cause or remedy for these terrorists job no 3 immediately deport those that are under watch by police,__label__2
time to start locking up radical muslims that are on watchlists and deport foreign hate preachers what are you waiting for,__label__2
yet another known islamist strikes again deport all of them and their families,__label__2
should deport them back especially knowing that he was already under police assailance its bullshit,__label__2
get rid of him - deport,__label__2
streathamshooting just stated there are thousands of known dangerous terrorists they are trying to keep eyes on but can't cannot track everyone then save money save any risk just arrest or deport the lot of them and savelives we have had enough we want peace,__label__2
we still haven't deported this lump of shit before you defend him lefties it might be your daughter wife or mum he rapes next illegalaliens somali gang rapist who dodged deportation makes new bid to stay via,__label__2
enddaca and add quotas and extreme vetting of asylum seekers entering america is not a right endanchorbabies endchainmigration stop government payments to those who profit from asylumseekers and illegalaliens end humantrafficking kag,__label__2
deport that bastards what would you do discuss matters over dinner too bleeding soft with them all,__label__2
when the law is wrong thumbs up in this case leftie do-gooders who helped sway law are complicit in deaths and injuries due to early release i rest my case do you want to be the next victim coz i certainly do not full terms only deport non-nationals that preach hate,__label__2
so the bbc are saying that it is worth the risk if they are radicalising each other in jail the system is wrong should be given no opportunity to chat to each other even reformed they still pose a percentage of risk not worth it jail any uk pats full term deport the rest,__label__2
deport them on release,__label__2
just deport,__label__2
the programmes are all wrong though - they try and convince that the extremist have interpreted wrong and actually it's it is a peaceful religion - the jihadi knows this is bollocks - because he knows mo was a murderous warlord who advocated this kind of thing best option is deport,__label__2
feed him to pigs deport family,__label__2
deport the family streatham terrorist sudesh amman as an innocent little boy,__label__2
deport his body along with his wretched family,__label__2
one solution after prison is to strip them of british citizenship and remove them to the country they seek to defend if they don’t have citizenship then deport them after prison,__label__2
close bordersbring stronger punishment deport extradite extremists terrorists believe they r going 2a better place in death so keeping them in prison for a year or so longerwill not make any diffrencesoon as u let them out they will kill,__label__2
lock up for life or just deport let’s now have a law to get rid of these evil monsters,__label__2
all immans and radical preachers should be rounded up and deport pronto no iff's no but's and special prisons built for muslim terrorist so they can radicalized themselves once the key is thrown away,__label__2
and you can start by forcing the judges to deport them and abandon human rights and legal aid for terrorists simples,__label__2
deport no second chances need to send out a message,__label__2
deport to a designated crap-hole of our choosing one way i'm i am not paying for their indefinite incarceration at £xxk a year,__label__2
even if he was a british citizen deport it nothing british about any of them,__label__2
i thinks time the british government get tough on terrorists by giving the police the right to shoot to kill on anybody committing terror attacks and if suspected of plotting either deport them or give them life behind bars without parole,__label__2
i’m with you brother let’s deport all the remainers and make england great again cry baby snowflakes with their crappy nhs and european ways we have the queen and wetherspoons,__label__2
right come monday we need you to fully address the rape gangs prosecute those in authority top down who let it happen - it's it is a national scandal also don't do not concede our fishing waters cancel hs2 deport illegal immigrants,__label__2
brexit 1st jobdeport the muslims and islamics who are raping our children and causing severe diversity in communities,__label__2
just look at that evil wtf is that doing in our country deport and keep out for an eternity,__label__2
they should be made to do the sentence not half and if they’re not british deport them😡😡😡,__label__2
killed his mate then went mcdonalds then got prostitute stayed in a hotel needs locking up for life then deport the scum 'serious enemy' court told man killed 'best friend' over cannabis farm,__label__2
i think i would deport you along with the shower that turned up here to freeload off the british taxpayers,__label__2
deport the terwats,__label__2
everyone in the rape gangs should get this the deport them and immediate family back to where they are from,__label__2
which one are you on about ptm just cuz you don't do not understand the threats they hurl in pashto doesn't does not mean they aren't violent threats and racism is punishable by law deport the fuckers to afghanistan cuz that's where they wanna be,__label__2
a minimum 25-year sentence for any terrorist offence with no chance of early release if they hold dual nationality deport them the day they are released you cannot reform these people,__label__2
we're we are out of the eu we can abolish the eu human rights and bring in our own laws if they're they are a jihadi be that with violence or the rape of our children then deport them,__label__2
coward government round all the well known terrorists up and deport them,__label__2
firstly cancel his british citizenship and deport this scum back to india indian government will take care of the rest we have specialized people in india like chief minister yogi adithyanath to sterilize these anti social elements,__label__2
we’ve got to start somewhere keeping those already convicted of terrorist crimes in prison for life no parole they cannot change always be a danger and deport all family members if found to be in collusion then begin to round up and either in prison or deport all terror suspects,__label__2
can we not just deport them,__label__2
and spend hundreds and thousands at least on housing them deport or death penalty,__label__2
it’ll be very difficult for our intelligence service to keep up surveillance on every suspicious and/or suspected terrorist we need to weed them out and deport any that aren’t uk citizens bsis know who the real threats come from but can’t keep an eye on all of them,__label__2
what's happening join us and demand 'swexit' put an end to eu rules and deport the monsters that abuse your hospitality,__label__2
deport him and brand him so he can never get back in britishindependence,__label__2
deport when sentence completed,__label__2
please deport,__label__2
4 highest uk employment on record 5 wage growth 6 trust restored in uk democracy 7 control over immigration 8 no more funding of eu vanity projects 9 the ability to actually deport criminals from the continent 10 no more money wasted on strasbourg/ brussels shuffle,__label__2
if they have dual nationalities then deport immediately it’s a delight to see the police using the ‘glock law’ to save the taxpayer money and any future harm to our citizens,__label__2
must have a pakistani passport then serve his time and deport nice and easy,__label__2
i think there should be an extra option on your poll deport foreign criminals ✅,__label__2
the decent people of this country have had enough deport their families as well his mother said he was a nice boy and normal she obviously hasn't a clue what normal behaviour is now make an example and deport all his family,__label__2
so in other words she hadn't a scooby doo or turned a blind eyes deport them all,__label__2
any illegals must be deported immediately those who hide/protect them from the police jail or deport them do not grant them bail they will just disappear put them in a designated holding prison,__label__2
come on boris we are out of the eu now deport these terrorist bastards and stop just watching them you know who they are clamp down islamic terrorists and you truly will go down in history as a hero like churchill,__label__2
please god don’t let’s fall for this one if we do we may as well let them do what they want as they usually do get him back find them guilty and deport him and others never ever to leave pakistan ever again,__label__2
deport their whole family if they commit a terrorist act,__label__2
so this latest radicalised nutjob was under surveillanceand still managed to carry out an attackbetter off dead the scumbagdeport every other fucking suspect terrorist problem solved then,__label__2
should that headline have said muslim sheffield man's sledgehammer rampage,__label__2
definitely we should to my knowledge it happened because bosnian serbs - non muslims wanted rid of the muslim population,__label__2
and no statement from the muslim council condemning the perverts,__label__2
we pay for the label everything has it from processed meat to tubs of pringles basically we're we are paying a tax for not being muslim,__label__2
all the bloody same no free state now given on a plate to the euno duty of care to white christian heritage irishonly concerned with housing growing muslim invasion,__label__2
fewer white children while the coloured muslim invasion continuesthe future of uk is coffee coloured less whiteness seems favouredchristianity replaced by the terror of islam,__label__2
the establishment is still in denial about muslim rape gangs via,__label__2
replace asian grooming gang with muslim rape gang,__label__2
ah so a radical muslim cleric declaring that all the west are infidels who should be slaughtered isn't hate speeh in the uk that person would be jailed for hate speech in the us the police can do nothing just the same for kkk hate speech,__label__2
islam do a good job at keeping women home white supremacist muslim folk have been under our noses all this time,__label__2
the so called muslim grooming gangs are little more than slavers operating with the aid of social services the police and various arms of the government,__label__2
spiked i think 1000's of white girls abused by as many muslim men would disagree,__label__2
simmo as long as our politicians won't will not confront these disgraceful crimes full on i'm i am going to be both racist and islamophobic if this were the other way round the media police politicians and the muslim community would be on tv and radio demanding immediate action,__label__2
bbc sure know how to waste licence money they've about 50 odd presenters itv cover with 10 bbc sport presenters are also amateurish again a cast of dozens that other channel cover with two or three but it's it is their current illegal immigrant hugging stance that really annoys me,__label__2
2/2 however you take a big chance when you let immigrant labour flood in even those with apparent qualifications it looks as if about 90% of what we are getting is the garbage and the dross,__label__2
1/2 clearly an experiment gone catastrophically wrong i believe the intention was to stop the uk population decline which was party due to our own indigenous population emigrating due to poor wages and oppression of the working class by bringing in cheap immigrant labour gt contd,__label__2
indeed i will suzy this immigrant hugging has forced my youngest son a tradesman to move to perth in oz if the wife didn't have dementia we'd sell up and join him the liberal looney left have turned the uk into a right shithole with their we welcome all immigrants naivety,__label__2
they drain more out of systems than they contribute to them so the we need immigration is a load of utter shite more consumers will boost an economy but not if they are claiming benefits it's it is a lose / lose,__label__2
it has been proved time and time again that immigrants even eu immigrants have not boosted anything other than the bank balances of the rich by keeping wages low for their workers all immigration has brought more patients into the system than health workers to cover them,__label__2
good it’s our nhs not free for all for every foreigner every foreigner should be made to pay for all non emergency treatment or prove they don’t have too it wasn’t built for health tourism it was built for us by us it’s simple don’t like it tough,__label__2
immigration will be the next big issue if you are concerned why not join and help us fight to get it down join us today at,__label__2
official figures state almost 70% of 'child refugees' were adults some of them looked old enough to warrant a prostate exam dubsamendment,__label__2
the man killed in cork was he killed by migrant if so then why was it not massive issue or did i miss this if this recent murder is related to migrants then immediate action is needed it looks like the garda have there hands tied by varadkars government,__label__2
i knew she was a wrongun now the mail has proved itgreat journalism guys history's first case of murder by purchasing a waitrose guacamole dip leading to mass death 4000 miles away throw the foreigner in the tower of london,__label__2
would someone deport this silly cow please,__label__2
i'll i will bet he was a favourite at manchester pride with his rainbow banner and anti fa tee shirt deport for excecution simples,__label__2
britain's ambassador to iran is arrested in tehran and the sad thing is they will do nothing about it we are weak in the uk they allowed sf/ira terrorists in the northern ireland government we are weak with the eu with illegal immigration,__label__2
looool i’d deport them,__label__2
this dirty immigrant is a member of the greens but is certainly tempted to switch to labour because the current electoral system means my vote was wasted,__label__2
worth a watch the bigger picture of mass immigration how it helps no one,__label__2
why is wrong for the uk to want all immigration done via legal channels do you sleep with your front doors and windows open because if you don’t shut up,__label__2
does make you wonder why our immigration is so high if the country is so racist,__label__2
or of course a less fair immigration system,__label__2
citation that immigration in oecd countries creates a positive a positive of what exactly,__label__2
well actually most immigration in the uk creates a fiscal deficit this reduces living standards,__label__2
the government should focus on the poor people already here before importing millions more poor people immigration is a government policy like any other and should be to benefit citizens not leftwing special interest groups via,__label__2
my point was that and according to statistics as i've already mentioned new labour increased immigration deliberately because it knew migrants would become natural labour supporters and hopefully bring wealth by boosting the economy but it didn't quite go to plan because 2/,__label__2
immigration has been good but not all of it economic migrants who only wish to be on benefits and not work should not be allowed why do eu migrants who are unemployed anyway be allowed to claim here,__label__2
don’t be fooled say no to the refugees,__label__2
most of those child refugees are over 21 work it out,__label__2
think you missed the point it’s about unaccompanied child refugees not stopping children joining their parents who have legal status this stops a cruel tactic of unscrupulous parents smuggling kids illegally in the hope of joining them,__label__2
i take it there are mostly muslim refugees why can’t they go to other muslim country’s,__label__2
are you suggesting that adult family members should relocate to another country to reunite with vulnerable underage refugees these adult family members will most likely have already been integrated into british society just begs belief,__label__2
deport him problem solved simple,__label__2
what about what's going on in sweden grenades riots bombing police stations rapes sexual assaults have all rocketed since the let in thousands of refugees,__label__2
and who's putting those kids on the backs of lorries - the irresponsible migrant parents locking for a free ride in should said child make it to the uk do you not see the problem dave,__label__2
‘child refugees’ 28 year old children,__label__2
italy deports muslim migrant imam for supporting the islamic state he beat his wife for not wearing niqab,__label__2
sweden municipality offers free driving lessons in arabic for muslim migrant women while closing homes for the aged,__label__2
not forgetting what people like her have done to sow division and deport her like the rest of the foreign undesirables tolerance,__label__2
are the eu thick the reason for brexit was to bring back controlled immigration and stop free movement,__label__2
as we were already a sovereign nation with a sovereign parliament sovereign currency but with a government that had failed to use available resources to control immigration even that argument falls flat,__label__2
and mass uncontrolled immigration,__label__2
english are appalling linguists and have never controlled row immigration but in 2016 row migrants were net takers of 29 billion from economy,__label__2
no govt has controlled immigration successfully it has always been row immigration that has drained this country eg 2016 eu migrants contributed a net 20 billion but row migrants took 29b billion out now we will be stuck with the takers,__label__2
social cohesion - more control over immigration so that rapid changes in demographics and the cultural feel of areas can be managed more easily within the uk less competition for low paid jobs and more likelihood of better wage growth and a reduction in resentment t/w migrants,__label__2
nope in 2 years time we'll have as much immigration but it will be from other continents and will be hailed as part of a brilliant trade deal,__label__2
well said mate when the ruling elites have to live with the mass uncontrolled immigration they welcome in with no consent whatsoever from the public for it same public that have to lose homes hospital places etc to them only then will they'll begin to feel the enrichment,__label__2
ugly as it may seem keiryou have to address immigration and the loss of identity the old labour strongholds feel,__label__2
have they sorted immigration queues or just quiet time of year,__label__2
home office reveals two thirds of disputed 'child refugees' are adults,__label__2
caroline lucas/her husband have at least 3 homes that we know of it's it is even been claimed that caroline's husband is a property manager they have a whopping 5 properties either way how many fakeugees has she taken into her own homes yep a big fat 0,__label__2
you mean like the last lot of child refugees 25 year old men pretending to be 15,__label__2
does that include the migrant population you let in,__label__2
no it’s all johnny foreigner’s fault,__label__2
deport them once done,__label__2
how this rambling waffling leftie liberalist blathering clueless about nationhood ex indian immigrant got to become ceo of is beyond me,__label__2
immigration for any country is to support an ageing population those coming here to work have a mutually beneficial purpose when their taxes help the economy yet this is negated when mass immigration allows in those who are unemployable then immigrant tax payers also keep tbem,__label__2
the most curious thing about this kind of drossy islamic immigrant is how they have fled their despotic islamic-run shithole to impose themselves on us yet still fawn over the islamic shithole and it's it is slimy shithole leaders islam soleimani,__label__2
it is wrong i agree as translators are employed from the public purse that is why a new system for immigration is essential,__label__2
i really think the left are taking this immigration thing too far now has anyone even asked the koalas,__label__2
the un plan to criminalize anti immigration free speech,__label__2
oh the racist card is back funny 20 years ago would never hear it what changed oh yes i know labour open door immigration,__label__2
remain what a load of bollocks were absolutely leaving no remain second people's vote no in or out no more uncontrolled immigration no more unelected brussels rules no more ursula no more tinker no more eu,__label__2
set an immigration target now and enforce failure to do so and whole country is failed by your govt continue to ignore and i predict civil chaos in a mere five years,__label__2
don't do not worry about it least your get a doctors appointment and a school place once the uncontrollable immigration has ceased and we finally take care of british values for the british people if our own country,__label__2
the population explosion in the uk caused by uncontrolled immigration will continue to make this situation worse and of course will fail to mention that,__label__2
i doubt she is going to be in charge of labour merchandise have you read our chapter on it we believe in immigration controls,__label__2
gb cost the uk £7 billion selling half our gold reserves when gold was at a very low price he labelled a woman a bigot for her concern over immigration blair and straw opened the gates to the uk thinking they could flood in labour voters labour are still incompetent today,__label__2
wake up to reality you can’t flood the uk with refugees without creating big social and economic problems grow up,__label__2
scholar spreads iranian propaganda in britain it’s beyond belief that any foreigner can and be allowed to stay in any country after spreading such hate towards that country deportation back to their own country seems perfectly in order,__label__2
please take stringent action against this bigot rightwing hate monger seal his businesses deport him from malaysia for islamophobic comments incitement to hate calling for extermination of india’s muslims,__label__2
in your little woke bubble you seriously believe this and have no empathy for the thousands of women these overwhelmingly immigrant gangs have abused,__label__2
reducing population in developed countries gives space and resources for more immigration,__label__2
instead of tweeting silly actuations about my like or dislike of other races have a close look at yourself i do have a problem with immigration don’t you read the papers don’t you watch the news have you tried to get a doctors appointment now go and insult someone else,__label__2
yes the control of immigration was the issue just like it is in most countries in the world,__label__2
we all saw those twenty something year old child refugees,__label__2
my message to the next labour leader is not to swing the doors open to immigration or will be in perpetual opposition,__label__2
long-bailey adopts pro-immigration stance well she has lost my vote and if she thinks that's going to win back traditional labour voters then she is delusional its immigration that cost us the ge _fucking wake-up,__label__2
immigration cost labour the ge and still these mps can't cannot grasp that that's me inching towards the exit door,__label__2
i would prefer you concentrate on the child victims in this country not adult refugees pretending we have far too many child traffickers why you are sick,__label__2
